ChEMBL ID,Name,Synonyms,Type,Max Phase,Molecular Weight,Targets,Bioactivities,AlogP,Polar Surface Area,HBA,HBD,#RO5 Violations,#Rotatable Bonds,Passes Ro3,QED Weighted,CX Acidic pKa,CX Basic pKa,CX LogP,CX LogD,Aromatic Rings,Structure Type,Inorganic Flag,Heavy Atoms,HBA (Lipinski),HBD (Lipinski),#RO5 Violations (Lipinski),Molecular Weight (Monoisotopic),Molecular Species,Molecular Formula,Smiles
CHEMBL3814748,,,Small molecule,0,268.3,1,2,2.96,63.83,4,2,0,3,N,0.77,None,6.86,3.21,3.10,3,MOL,-1,20,4,3,0,268.1124,NEUTRAL,C15H13FN4,Nc1nc(NCc2cccc(F)c2)c2ccccc2n1
CHEMBL236185,,,Small molecule,0,511.66,4,5,3.21,90.39,6,1,1,7,N,0.60,None,7.29,3.13,2.88,1,MOL,-1,35,8,1,1,511.2516,NEUTRAL,C25H38FN3O5S,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(C(C)(C)CO)CC3)CC2)N1S(=O)(=O)c1ccc(F)cc1
CHEMBL1744462,,,Small molecule,0,281.35,2,3,2.96,51.39,5,0,0,3,N,0.73,None,5.04,2.67,2.67,3,MOL,-1,20,5,0,0,269.1164,NEUTRAL,C15H15N3O2,[3H]C([3H])([3H])N(c1ccc(-c2nc3ccc(OC)cc3o2)cn1)C([3H])([3H])[3H]
CHEMBL236184,,,Small molecule,0,528.12,6,15,3.72,90.39,6,1,1,7,N,0.58,None,7.29,3.59,3.34,1,MOL,-1,35,8,1,1,527.2221,NEUTRAL,C25H38ClN3O5S,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(C(C)(C)CO)CC3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1
CHEMBL2386881,CAPROSPINOL,,Small molecule,0,512.78,2,2,7.85,44.76,4,0,2,5,N,0.21,None,None,7.40,7.40,0,MOL,-1,37,4,0,2,512.3866,NEUTRAL,C33H52O4,CCCCCC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]4C[C@@H]5O[C@]6(CC[C@@H](C)CO6)[C@@H](C)[C@@H]5[C@@]4(C)CC[C@@H]32)C1
CHEMBL248122,,,Small molecule,0,401.51,1,1,5.52,55.41,5,2,1,8,N,0.52,None,5.21,4.53,4.53,3,MOL,-1,30,5,2,1,401.2103,NEUTRAL,C25H27N3O2,CNc1cc(/C=C/c2cccc(/C=C/c3ccc(OC)c(NC)c3)n2)ccc1OC
CHEMBL3800317,,,Small molecule,0,446.5,4,4,4.33,86.75,6,1,0,7,N,0.43,12.23,5.83,4.60,4.58,3,MOL,-1,33,7,1,0,446.1842,NEUTRAL,C26H26N2O5,COc1ccc(/C=C/C(=O)OCC(=O)Nc2c3c(nc4ccccc24)CCCC3)cc1OC
CHEMBL4177486,,,Small molecule,0,418.18,5,6,5.82,62.73,5,2,1,4,N,0.52,11.84,0.84,6.63,6.63,3,MOL,-1,27,5,2,1,417.0171,NEUTRAL,C16H9Cl2F4N5,Fc1ccc(Nc2nc(Cl)nc(Nc3cccc(C(F)(F)F)c3)n2)cc1Cl
CHEMBL2381385,,,Small molecule,0,303.31,3,7,1.32,68.98,6,0,0,4,N,0.63,None,3.83,1.22,1.22,2,MOL,-1,22,6,0,0,303.1107,NEUTRAL,C16H17NO5,COc1ccc2cc(C(=O)CN3CCOCC3)c(=O)oc2c1
CHEMBL2408093,,,Small molecule,0,360.41,3,3,4.88,55.76,4,1,0,7,N,0.48,7.10,None,5.65,5.18,3,MOL,-1,27,4,1,0,360.1362,NEUTRAL,C23H20O4,COc1ccc(C(=O)/C=C/c2ccc(OCc3ccccc3)cc2)c(O)c1
CHEMBL276915,7-HYDROXYFLAVONE,NSC-94258,Small molecule,0,238.24,70,169,3.17,50.44,3,1,0,1,N,0.71,6.51,None,2.66,1.74,3,MOL,-1,18,3,1,0,238.063,NEUTRAL,C15H10O3,O=c1cc(-c2ccccc2)oc2cc(O)ccc12
CHEMBL444393,,,Small molecule,0,287.75,1,1,3.89,59.39,3,2,0,2,N,0.68,9.46,4.01,3.26,3.26,3,MOL,-1,19,3,3,0,251.0946,NEUTRAL,C16H14ClNO2,Cl.Nc1ccc(/C=C/c2cc3cc(O)ccc3o2)cc1
CHEMBL2436695,,,Small molecule,0,602.78,5,6,6.78,70.84,7,1,2,11,N,0.17,None,8.97,6.01,3.80,5,MOL,-1,45,7,1,2,602.3257,BASE,C38H42N4O3,O=c1cc(-c2ccccc2)oc2cc(OCCCCN3CCN(CCNc4c5c(nc6ccccc46)CCCC5)CC3)ccc12
CHEMBL3742186,,,Small molecule,0,206.22,1,3,2.25,32.67,2,0,0,1,Y,0.69,None,None,2.18,2.18,1,MOL,-1,15,3,0,0,206.0855,NEUTRAL,C11H11FN2O,CC1=NN(c2cc(F)ccc2C)C(=O)C1
CHEMBL2408265,,,Small molecule,0,434.4,3,3,4.16,139.00,7,3,0,7,N,0.17,5.95,None,4.81,2.99,3,MOL,-1,32,9,3,0,434.1114,ACID,C23H18N2O7,COc1ccc(C(=O)/C=C/c2ccc(C(=O)Nc3cc([N+](=O)[O-])ccc3O)cc2)c(O)c1
CHEMBL4532056,,,,0,254.24,6,7,1.45,93.06,6,2,0,4,N,0.62,9.64,None,3.39,3.38,1,MOL,-1,18,6,2,0,254.079,NEUTRAL,C12H14O6,CCOC(=O)c1cc(O)c(C(=O)OCC)cc1O
CHEMBL3582129,,,Small molecule,0,342.35,2,3,1.62,107.97,6,3,0,3,N,0.78,12.62,None,0.20,0.20,2,MOL,-1,25,6,3,0,342.1103,NEUTRAL,C19H18O6,C[C@@]1(O)c2ccc3c(c2C(=O)c2occ([C@@H](O)CCO)c21)CCC3=O
CHEMBL2436709,,,Small molecule,0,637.22,5,6,7.43,70.84,7,1,2,11,N,0.15,None,8.95,6.16,4.10,5,MOL,-1,46,7,1,2,636.2867,BASE,C38H41ClN4O3,O=c1cc(-c2ccc(Cl)cc2)oc2cc(OCCCN3CCN(CCCNc4c5c(nc6ccccc46)CCCC5)CC3)ccc12
CHEMBL81782,,GNF-Pf-3148,Small molecule,0,492.45,58,122,5.70,7.12,3,0,1,4,N,0.55,None,None,1.99,1.99,3,MOL,-1,25,2,0,1,365.1141,NEUTRAL,C21H21IN2S2,CCN1/C(=C/C=C/c2sc3ccccc3[n+]2CC)Sc2ccccc21.[I-]
CHEMBL2059212,,,Small molecule,0,432.52,2,4,4.37,81.95,7,2,0,7,N,0.57,9.27,3.97,5.33,5.32,3,MOL,-1,32,7,2,0,432.2161,NEUTRAL,C25H28N4O3,COc1nc(/C=C/c2ccc(N(C)C)c(O)c2)cc(/C=C/c2ccc(N(C)C)c(O)c2)n1
CHEMBL2402070,,,Small molecule,0,388.51,2,3,5.55,33.73,4,1,1,8,N,0.51,None,4.36,5.30,5.30,3,MOL,-1,29,4,1,1,388.2151,NEUTRAL,C25H28N2O2,COc1cc(/C=C/c2ccc(NCc3ccccc3N(C)C)cc2)cc(OC)c1
CHEMBL2436699,,,Small molecule,0,602.78,5,6,6.78,70.84,7,1,2,11,N,0.17,None,8.95,5.55,3.50,5,MOL,-1,45,7,1,2,602.3257,BASE,C38H42N4O3,O=c1cc(-c2ccccc2)oc2cc(OCCCN3CCN(CCCNc4c5c(nc6ccccc46)CCCC5)CC3)ccc12
CHEMBL4761847,,,,0,435.48,8,9,5.83,83.48,5,3,1,6,N,0.18,9.31,8.41,5.05,4.34,5,MOL,-1,33,6,3,1,435.1583,NEUTRAL,C27H21N3O3,O=C(NO)c1ccc(Nc2c3ccccc3nc3ccc(OCc4ccccc4)cc23)cc1
CHEMBL2408095,,,Small molecule,0,469.33,3,3,5.65,64.99,5,1,1,8,N,0.34,7.10,None,6.26,5.79,3,MOL,-1,30,5,1,1,468.0572,NEUTRAL,C24H21BrO5,COc1ccc(C(=O)/C=C/c2cc(Br)c(OCc3ccccc3)c(OC)c2)c(O)c1
CHEMBL3799175,,,Small molecule,0,420.9,4,4,4.96,68.29,4,1,0,5,N,0.47,12.23,5.83,5.52,5.50,3,MOL,-1,30,5,1,0,420.1241,NEUTRAL,C24H21ClN2O3,O=C(COC(=O)/C=C/c1ccc(Cl)cc1)Nc1c2c(nc3ccccc13)CCCC2
CHEMBL2408105,,,Small molecule,0,401.46,3,3,4.27,75.63,4,2,0,8,N,0.44,7.10,None,5.17,4.70,3,MOL,-1,30,5,2,0,401.1627,NEUTRAL,C25H23NO4,COc1ccc(C(=O)/C=C/c2ccc(C(=O)NCCc3ccccc3)cc2)c(O)c1
CHEMBL194760,,,Small molecule,0,256.28,7,17,3.61,37.30,1,1,0,3,N,0.91,4.32,None,4.04,1.09,2,MOL,-1,19,2,1,0,256.09,ACID,C16H13FO2,O=C(O)C1(c2ccc(-c3ccccc3)c(F)c2)CC1
CHEMBL1088617,,,Small molecule,0,272.33,2,2,2.52,62.14,6,1,0,2,N,0.78,9.22,3.14,2.70,2.69,3,MOL,-1,19,5,1,0,272.0732,NEUTRAL,C13H12N4OS,CN(C)c1ncc(-c2nc3ccc(O)cc3s2)cn1
CHEMBL499997,,,Small molecule,0,678.6,2,11,2.71,257.81,14,8,3,10,N,0.07,3.27,None,4.58,1.13,3,MOL,-1,49,15,8,3,678.1585,ACID,C34H30O15,O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1C[C@](O)(C(=O)O)C[C@@H](OC(=O)/C=C/c2ccc(O)c(O)c2)[C@H]1OC(=O)/C=C/c1ccc(O)c(O)c1
CHEMBL2436697,,,Small molecule,0,630.83,5,6,7.56,70.84,7,1,2,13,N,0.13,None,9.01,6.90,4.53,5,MOL,-1,47,7,1,2,630.357,BASE,C40H46N4O3,O=c1cc(-c2ccccc2)oc2cc(OCCCCCCN3CCN(CCNc4c5c(nc6ccccc46)CCCC5)CC3)ccc12
CHEMBL3813837,,,Small molecule,0,268.3,1,2,2.96,63.83,4,2,0,3,N,0.77,None,6.78,3.21,3.12,3,MOL,-1,20,4,3,0,268.1124,NEUTRAL,C15H13FN4,Nc1nc(NCc2cccc(F)c2)nc2ccccc12
CHEMBL2407101,,,Small molecule,0,386.44,3,3,4.11,74.22,6,1,0,11,N,0.36,7.10,None,4.13,3.67,2,MOL,-1,28,6,1,0,386.1729,NEUTRAL,C22H26O6,CCOCCCOc1ccc(/C=C/C(=O)c2ccc(OC)cc2O)cc1OC
CHEMBL3814191,,,Small molecule,0,284.75,1,2,3.48,63.83,4,2,0,3,N,0.77,None,6.78,3.67,3.58,3,MOL,-1,20,4,3,0,284.0829,NEUTRAL,C15H13ClN4,Nc1nc(NCc2cccc(Cl)c2)nc2ccccc12
CHEMBL4282190,,,Small molecule,0,232.21,2,3,2.65,50.44,3,1,0,2,Y,0.87,8.98,None,2.67,2.66,2,MOL,-1,17,3,1,0,232.0536,NEUTRAL,C13H9FO3,O=c1cc(/C=C/c2cccc(F)c2)occ1O
CHEMBL465398,QUINIC ACID,Quinic Acid|Rel-Quinic Acid,Small molecule,0,192.17,16,30,-2.32,118.22,5,5,0,1,N,0.32,3.46,None,-2.70,-6.08,0,MOL,-1,13,6,5,0,192.0634,ACID,C7H12O6,O=C(O)[C@]1(O)C[C@@H](O)[C@@H](O)[C@H](O)C1
CHEMBL129795,ISOLIQUIRITIGENIN,Isoliquiritigenin,Small molecule,0,256.26,153,521,2.70,77.76,4,3,0,3,N,0.58,7.11,None,3.63,3.15,2,MOL,-1,19,4,3,0,256.0736,NEUTRAL,C15H12O4,O=C(/C=C/c1ccc(O)cc1)c1ccc(O)cc1O
CHEMBL194823,LIPOCRINE,Lipocrine|Rac-Lipocrine,Small molecule,0,478.13,8,28,6.40,54.02,5,2,1,10,N,0.31,None,8.09,4.95,4.21,2,MOL,-1,31,4,2,1,477.1675,NEUTRAL,C24H32ClN3OS2,O=C(CCCCC1CCSS1)NCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2
CHEMBL28626,MORIN,NSC-19801,Small molecule,0,302.24,178,328,1.99,131.36,7,5,0,1,N,0.46,6.37,None,2.16,0.92,3,MOL,-1,22,7,5,0,302.0427,ACID,C15H10O7,O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12
CHEMBL98521,,,Small molecule,0,164.16,22,37,1.49,57.53,2,2,0,2,Y,0.65,3.82,None,1.83,-1.42,1,MOL,-1,12,3,2,0,164.0473,ACID,C9H8O3,O=C(O)/C=C/c1cccc(O)c1
CHEMBL2436706,,,Small molecule,0,632.8,5,6,6.78,80.07,8,1,2,12,N,0.15,None,8.95,5.40,3.34,5,MOL,-1,47,8,1,2,632.3363,BASE,C39H44N4O4,COc1ccc(-c2cc(=O)c3ccc(OCCCN4CCN(CCCNc5c6c(nc7ccccc57)CCCC6)CC4)cc3o2)cc1
CHEMBL2436693,,,Small molecule,0,574.73,5,6,6.00,70.84,7,1,2,9,N,0.23,None,8.90,5.43,3.79,5,MOL,-1,43,7,1,2,574.2944,BASE,C36H38N4O3,O=c1cc(-c2ccccc2)oc2cc(OCCN3CCN(CCNc4c5c(nc6ccccc46)CCCC5)CC3)ccc12
CHEMBL3781026,,,Small molecule,0,380.4,1,1,4.27,81.42,4,4,0,7,N,0.36,None,4.49,3.94,3.94,4,MOL,-1,28,6,4,0,380.1561,NEUTRAL,C20H18F2N6,Fc1ccc(-c2cc(NCCNc3cc(-c4ccc(F)cc4)[nH]n3)n[nH]2)cc1
CHEMBL3740688,,,Small molecule,0,461.56,1,4,3.08,78.95,4,1,0,0,N,0.64,12.59,None,1.91,1.91,1,MOL,-1,34,7,1,0,461.2315,NEUTRAL,C27H31N3O4,CN1C(=O)[C@@]23CCC(=O)N2C[C@@]12C[C@@]1(C(=O)Nc4c1ccc1c4C=CC(C)(C)O1)C(C)(C)[C@@H]2C3
CHEMBL3813811,,,Small molecule,0,284.75,1,3,3.48,63.83,4,2,0,3,N,0.77,None,6.86,3.67,3.56,3,MOL,-1,20,4,3,0,284.0829,NEUTRAL,C15H13ClN4,Nc1nc(NCc2ccc(Cl)cc2)c2ccccc2n1
CHEMBL4776150,,,,0,660.6,6,46,6.88,49.25,4,1,2,11,N,0.17,9.23,6.08,7.17,7.14,6,MOL,-1,43,4,1,2,580.2512,NEUTRAL,C38H35BrN3OP,Oc1cc(CN(Cc2ccccn2)Cc2ccccn2)cc(C[P+](c2ccccc2)(c2ccccc2)c2ccccc2)c1.[Br-]
CHEMBL4439214,,,,0,404.9,4,14,6.69,43.38,4,1,1,7,N,0.37,None,4.54,5.63,5.63,4,MOL,-1,29,4,1,1,404.1292,NEUTRAL,C24H21ClN2O2,CCOc1cc(CNc2ccccc2)ccc1Oc1ccnc2cc(Cl)ccc12
CHEMBL2408099,,,Small molecule,0,380.44,3,3,2.68,70.08,5,1,0,5,N,0.64,7.30,6.67,2.75,2.66,2,MOL,-1,28,6,1,0,380.1736,NEUTRAL,C22H24N2O4,COc1ccc(C(=O)/C=C/c2ccc(C(=O)N3CCN(C)CC3)cc2)c(O)c1
CHEMBL3814001,,,Small molecule,0,329.2,1,8,3.59,63.83,4,2,0,3,N,0.77,None,6.78,3.84,3.74,3,MOL,-1,20,4,3,0,328.0324,NEUTRAL,C15H13BrN4,Nc1nc(NCc2ccc(Br)cc2)nc2ccccc12
CHEMBL3797623,,,Small molecule,0,408.89,4,4,4.49,68.29,4,1,0,5,N,0.63,12.23,5.83,4.76,4.75,3,MOL,-1,29,5,1,0,408.1241,NEUTRAL,C23H21ClN2O3,O=C(COC(=O)Cc1ccc(Cl)cc1)Nc1c2c(nc3ccccc13)CCCC2
CHEMBL392059,,,Small molecule,0,514.09,3,4,3.33,90.39,6,1,1,7,N,0.60,None,7.02,3.31,3.16,1,MOL,-1,34,8,1,1,513.2064,NEUTRAL,C24H36ClN3O5S,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(CCO)C[C@@H]3C)CC2)N1S(=O)(=O)c1ccc(Cl)cc1
CHEMBL249448,,"3,4-Dicaffeoylquinic Acid|Rel-3,4-Dicaffeoylquinic Acid",Small molecule,0,516.46,24,44,1.03,211.28,11,7,3,7,N,0.16,3.31,None,2.16,-1.28,2,MOL,-1,37,12,7,3,516.1268,ACID,C25H24O12,O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1C[C@](O)(C(=O)O)C[C@@H](O)[C@H]1OC(=O)/C=C/c1ccc(O)c(O)c1
CHEMBL3814103,,,Small molecule,0,264.33,1,2,3.13,63.83,4,2,0,3,N,0.76,None,6.78,3.58,3.49,3,MOL,-1,20,4,3,0,264.1375,NEUTRAL,C16H16N4,Cc1cccc(CNc2nc(N)c3ccccc3n2)c1
CHEMBL3739861,,,Small molecule,0,341.41,1,3,5.27,35.91,3,0,1,4,N,0.65,None,None,4.85,4.85,3,MOL,-1,26,4,0,1,341.1528,NEUTRAL,C22H19N3O,CC1=NN(c2ccc(N(c3ccccc3)c3ccccc3)cc2)C(=O)C1
CHEMBL1171643,DAURICHROMENIC ACID,Daurichromenic Acid,Small molecule,0,370.49,3,3,6.04,66.76,3,2,1,7,N,0.57,2.91,None,6.79,3.30,1,MOL,-1,27,4,2,1,370.2144,ACID,C23H30O4,CC(C)=CCC/C(C)=C/CC[C@@]1(C)C=Cc2c(cc(C)c(C(=O)O)c2O)O1
CHEMBL2402163,,,Small molecule,0,387.53,2,3,5.31,38.74,4,2,1,7,N,0.54,10.03,5.72,5.42,5.41,3,MOL,-1,29,4,2,1,387.2311,NEUTRAL,C25H29N3O,CN(C)c1ccc(/C=C/c2ccc(NCc3cc(N(C)C)ccc3O)cc2)cc1
CHEMBL3814813,,,Small molecule,0,202.26,4,6,2.03,63.83,4,2,0,3,N,0.80,None,6.90,2.22,2.10,2,MOL,-1,15,4,3,0,202.1218,NEUTRAL,C11H14N4,CCCNc1nc(N)nc2ccccc12
CHEMBL3741408,,,Small molecule,0,206.22,1,3,2.25,32.67,2,0,0,1,Y,0.69,None,None,2.18,2.18,1,MOL,-1,15,3,0,0,206.0855,NEUTRAL,C11H11FN2O,CC1=NN(c2ccc(C)c(F)c2)C(=O)C1
CHEMBL3692701,,,Small molecule,0,688.27,1,1,5.24,119.97,7,3,2,8,N,0.23,8.20,2.86,6.24,6.18,4,MOL,-1,47,9,3,2,687.1741,NEUTRAL,C35H34ClN5O4S2,CN1C(=O)[C@@H](NCC(=O)Nc2ccc3c(c2)C[C@H]2CC[C@@H](C3)[C@H]2NS(=O)(=O)c2ccc(Cl)s2)N=C(c2ccccc2)c2ccccc21
CHEMBL196246,,,Small molecule,0,324.27,9,24,4.63,37.30,1,1,0,3,N,0.84,4.14,None,4.91,1.84,2,MOL,-1,23,2,1,0,324.0773,ACID,C17H12F4O2,O=C(O)C1(c2ccc(-c3ccc(C(F)(F)F)cc3)c(F)c2)CC1
CHEMBL1517429,,,Small molecule,0,225.25,24,37,2.68,50.19,3,1,0,3,Y,0.65,9.41,3.77,2.37,2.36,2,MOL,-1,17,3,1,0,225.079,NEUTRAL,C14H11NO2,O=C(/C=C/c1cccc(O)c1)c1cccnc1
CHEMBL3742036,,,Small molecule,0,236.23,1,3,0.61,76.91,6,0,0,3,N,0.77,None,None,1.16,1.16,1,MOL,-1,17,7,0,0,236.0909,NEUTRAL,C10H12N4O3,COc1cc(N2N=C(C)CC2=O)nc(OC)n1
CHEMBL490808,,,Small molecule,0,301.77,1,1,4.35,45.40,3,2,0,3,N,0.74,9.46,4.58,3.56,3.56,3,MOL,-1,20,3,2,0,265.1103,NEUTRAL,C17H16ClNO2,CNc1ccc(/C=C/c2cc3cc(O)ccc3o2)cc1.Cl
CHEMBL1744459,,,Small molecule,0,279.38,2,3,3.41,47.04,5,1,0,3,N,0.79,None,5.48,2.83,2.83,3,MOL,-1,19,4,1,0,271.0779,NEUTRAL,C14H13N3OS,[3H]N(c1ccc(-c2nc3ccc(OC)cc3s2)cn1)C([3H])([3H])[3H]
CHEMBL4796066,,,,0,408.26,13,24,5.01,74.25,4,3,1,3,N,0.25,9.25,7.60,4.39,4.15,4,MOL,-1,26,5,3,1,407.0269,NEUTRAL,C20H14BrN3O2,O=C(NO)c1ccc(Nc2c3ccccc3nc3ccc(Br)cc23)cc1
CHEMBL2059204,,,Small molecule,0,376.41,3,12,4.25,84.70,6,2,0,6,N,0.67,9.04,2.08,4.27,4.26,3,MOL,-1,28,6,2,0,376.1423,NEUTRAL,C22H20N2O4,COc1ccc(/C=C/c2cc(/C=C/c3ccc(OC)c(O)c3)ncn2)cc1O
CHEMBL3622258,,,Small molecule,0,669.78,4,21,7.03,182.26,8,6,3,9,N,0.06,8.84,None,7.67,7.65,3,MOL,-1,49,11,6,4,669.305,NEUTRAL,C38H43N3O8,CC(C)c1c(NC(=O)/C=C/c2ccc(O)c(O)c2)cc2c(c1[N+](=O)[O-])CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNC(=O)/C=C/c1ccc(O)c(O)c1
CHEMBL2059388,,,Small molecule,0,330.38,2,3,5.14,60.69,3,3,1,4,N,0.58,8.16,None,5.74,5.67,3,MOL,-1,25,3,3,1,330.1256,NEUTRAL,C22H18O3,Oc1ccc(/C=C/c2cc(O)cc(/C=C/c3ccc(O)cc3)c2)cc1
CHEMBL2059391,,,Small molecule,0,390.44,2,3,5.16,79.15,5,3,1,6,N,0.51,8.23,None,5.43,5.37,3,MOL,-1,29,5,3,1,390.1467,NEUTRAL,C24H22O5,COc1ccc(/C=C/c2cc(O)cc(/C=C/c3ccc(OC)c(O)c3)c2)cc1O
CHEMBL4744947,,,,0,287.3,2,3,2.83,83.56,6,2,0,2,N,0.76,8.87,2.38,2.59,2.57,3,MOL,-1,20,5,2,0,287.0252,NEUTRAL,C14H9NO4S,O=c1cc(/C=C/c2nc3ccc(O)cc3s2)occ1O
CHEMBL4752558,,,,0,279.3,8,9,3.10,74.25,4,3,0,3,N,0.51,9.24,7.29,2.32,2.17,3,MOL,-1,21,5,3,0,279.1008,NEUTRAL,C16H13N3O2,O=C(NO)c1ccc(Nc2ccnc3ccccc23)cc1
CHEMBL2402162,,,Small molecule,0,374.48,2,3,5.25,44.73,4,2,1,7,N,0.55,10.03,5.67,5.16,5.15,3,MOL,-1,28,4,2,1,374.1994,NEUTRAL,C24H26N2O2,COc1ccc(/C=C/c2ccc(NCc3cc(N(C)C)ccc3O)cc2)cc1
CHEMBL3087679,,,Small molecule,0,819.01,5,6,6.28,140.46,8,6,3,24,N,0.04,None,10.22,5.47,0.58,4,MOL,-1,60,10,6,3,818.4331,BASE,C48H56F2N6O4,C[C@@H](C(=O)NCCCNCCCNC1=CC(=O)C(NCCCNCCCNC(=O)[C@H](C)c2ccc(-c3ccccc3)c(F)c2)=CC1=O)c1ccc(-c2ccccc2)c(F)c1
CHEMBL247932,,,Small molecule,0,428.58,8,38,6.18,24.94,4,0,1,8,N,0.40,None,3.86,6.55,6.55,3,MOL,-1,32,4,0,1,428.2464,NEUTRAL,C28H32N2O2,COc1cc(/C=C/c2cccc(/C=C/c3ccc(N(C)C)c(OC)c3)c2)ccc1N(C)C
CHEMBL197305,,,Small molecule,0,389.37,8,12,3.69,63.24,3,1,0,4,N,0.81,4.00,None,3.50,2.56,2,MOL,-1,26,4,1,0,389.0709,ACID,C17H15F4NO3S,CC(C(=O)NS(C)(=O)=O)c1ccc(-c2ccc(C(F)(F)F)cc2)c(F)c1
CHEMBL3781419,,,Small molecule,0,364.48,1,1,4.36,81.42,5,4,0,7,N,0.37,None,4.34,3.94,3.94,4,MOL,-1,26,6,4,0,364.147,NEUTRAL,C19H20N6S,Cc1ccc(-c2cc(NCCNc3cc(-c4cccs4)[nH]n3)n[nH]2)cc1
CHEMBL3659992,,,Small molecule,0,519.03,1,1,4.92,77.51,5,0,1,6,N,0.54,None,None,4.11,4.11,2,MOL,-1,33,5,0,1,518.08,NEUTRAL,C23H25ClF2O5S2,CCS(=O)(=O)CC[C@@H]1CCC[C@@]2(S(=O)(=O)c3ccc(Cl)cc3)c3c(F)ccc(F)c3OC[C@@H]12
CHEMBL3818053,,,Small molecule,0,396.45,6,23,3.27,66.40,6,0,0,3,N,0.50,None,3.31,3.86,3.86,3,MOL,-1,30,6,0,0,396.1586,NEUTRAL,C24H20N4O2,O=C1C(=Cc2ccc(N3CCN(c4ncccn4)CC3)cc2)C(=O)c2ccccc21
CHEMBL4534352,,,,0,304.11,2,3,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,-1,None,None,None,None,304.0907,None,C18H13BO4,OB1Oc2ccc3ccccc3c2C=C1c1ccc(O)c(O)c1
CHEMBL4446882,,,,0,304.11,2,3,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,-1,None,None,None,None,304.0907,None,C18H13BO4,OB1Oc2ccc3cc(O)ccc3c2C=C1c1ccc(O)cc1
CHEMBL4757035,,,,0,347.35,8,9,4.39,74.25,4,3,0,3,N,0.29,9.25,7.58,3.77,3.54,4,MOL,-1,26,5,3,0,347.107,NEUTRAL,C20H14FN3O2,O=C(NO)c1ccc(Nc2c3ccccc3nc3ccc(F)cc23)cc1
CHEMBL231250,,,Small molecule,0,532.11,3,5,4.94,70.16,5,0,1,5,N,0.55,None,9.47,4.57,2.51,2,MOL,-1,36,7,0,1,531.1959,BASE,C27H34ClN3O4S,O=C(OCC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1)N1CCC(N2CCCCC2)CC1
CHEMBL66,(+)-TAXIFOLIN,(+)-TAXIFOLIN,Small molecule,0,304.25,99,269,1.19,127.45,7,5,0,1,N,0.50,7.74,None,1.82,1.65,2,MOL,-1,22,7,5,0,304.0583,NEUTRAL,C15H12O7,O=C1c2c(O)cc(O)cc2O[C@H](c2ccc(O)c(O)c2)[C@H]1O
CHEMBL2392127,,,Small molecule,0,327.34,2,5,1.92,106.86,4,4,0,6,N,0.48,3.60,None,2.65,-0.70,2,MOL,-1,24,6,4,0,327.1107,ACID,C18H17NO5,O=C(/C=C/c1ccc(O)c(O)c1)N[C@@H](Cc1ccccc1)C(=O)O
CHEMBL2436704,,,Small molecule,0,632.8,5,6,6.78,80.07,8,1,2,12,N,0.15,None,8.95,5.40,3.34,5,MOL,-1,47,8,1,2,632.3363,BASE,C39H44N4O4,COc1cc(OCCCN2CCN(CCCNc3c4c(nc5ccccc35)CCCC4)CC2)cc2oc(-c3ccccc3)cc(=O)c12
CHEMBL286796,ETHYL FERULATE,Ethyl Ferulate,Small molecule,0,222.24,25,62,1.98,55.76,4,1,0,4,N,0.62,9.87,None,2.41,2.41,1,MOL,-1,16,4,1,0,222.0892,NEUTRAL,C12H14O4,CCOC(=O)/C=C/c1ccc(O)c(OC)c1
CHEMBL193415,,,Small molecule,0,278.71,1,2,4.33,37.30,1,1,0,3,N,0.91,4.23,None,4.55,1.54,2,MOL,-1,19,2,1,0,278.051,ACID,C15H12ClFO2,CC(C(=O)O)c1ccc(-c2ccc(Cl)cc2)c(F)c1
CHEMBL3740581,,,Small molecule,0,243.31,1,3,2.40,35.91,3,0,0,2,Y,0.80,None,3.94,2.04,2.04,1,MOL,-1,18,4,0,0,243.1372,NEUTRAL,C14H17N3O,CC1=NN(c2cccc(N3CCCC3)c2)C(=O)C1
CHEMBL3742091,,,Small molecule,0,251.29,1,3,2.86,45.56,3,0,0,2,Y,0.82,None,4.72,1.96,1.96,2,MOL,-1,19,4,0,0,251.1059,NEUTRAL,C15H13N3O,CC1=NN(c2ccc(-c3cccnc3)cc2)C(=O)C1
